name,ra,dec,z,+/-
NGC 1006,39.39525,-11.025,0.0153040001,3.70000016e-05
NGC 1007,39.46775,2.156027778,0.0235900003,8.2999999e-05
NGC 1008,39.48035461,2.079640863,0.0219950005,7.6999997e-05
NGC 1009,39.57945833,2.310027778,0.0194300003,5.90000018e-05
NGC 1006,39.39525,-11.025,0.0153040001,3.70000016e-05
NGC 1011,39.41206229,-11.00555407,0.0158580001,5.70000011e-05
NGC 1012,39.81213917,30.15139278,0.00329199992,9.00000032e-06
NGC 1013,39.46029958,-11.50723713,0.0275660008,8.2999999e-05
NGC 1015,39.54816667,-1.318694444,0.00877000019,2.09999998e-05
NGC 1016,39.5815,2.11925,0.0222089998,5.70000011e-05
NGC 1017,39.45766667,-11.01027778,0.0162649993,9.00000014e-05
NGC 1018,39.54316667,-9.543916667,0.0441339985,0.000150000007
NGC 1019,39.61420538,1.907720744,0.02434,6.70000009e-05
NGC 1020,39.68475,2.231277778,0.0236259997,7.6999997e-05
NGC 1021,39.70008333,2.217416667,0.0192530006,9.99999975e-05
NGC 1022,39.63627183,-6.677428601,0.00484699989,1.99999995e-05
NGC 1023,40.10004208,39.063285,0.00212500012,1.29999999e-05
NGC 1024,39.79983333,10.84683333,0.0117779998,1.99999995e-05
NGC 1025,39.08304167,-54.86416667,0.0215019993,0.000150000007
NGC 1026,39.83008827,6.544001041,0.01394,7.30000029e-05
NGC 1028,39.90479167,10.84366667,0.0286139995,9.99999975e-05
NGC 1029,39.90225,10.79333333,0.0121250004,5.99999985e-05
NGC 1030,39.96083333,18.02427778,0.0285260007,1.99999995e-05
NGC 1031,39.1615,-54.85977778,0.0186930001,7.6999997e-05
NGC 1032,39.8484875,1.093788889,0.00898599997,5.99999985e-05
NGC 1033,40.0671659,-8.776955609,0.0242999997,4.70000014e-05
NGC 1034,39.55841667,-15.80908333,0.00488100015,3.60000013e-05
NGC 1035,39.87120833,-8.132944444,0.00413999986,1.70000003e-05
NGC 1036,40.12079167,19.29711111,0.00263500004,1.70000003e-05
NGC 1038,40.02633333,1.508777778,0.0201239996,7.00000019e-05
NGC 1040,40.80183333,41.50061111,0.0160540007,0.000172999993
NGC 1041,40.10508706,-5.440450164,0.0236230008,9.00000014e-05
NGC 1042,40.09986305,-8.433544023,0.00457300013,7.0000001e-06
NGC 1043,40.19404167,1.343138889,0.0230160002,0.000102999998
NGC 1045,40.12133333,-11.27755556,0.015497,2.99999992e-05
NGC 1046,40.30353085,8.719402368,0.0201609991,9.00000014e-05
NGC 1047,40.13683364,-8.147672495,0.00447000004,5.70000011e-05
NGC 1048,40.15813368,-8.533347768,0.0387750007,0.000100999998
NGC 1050,40.64829167,34.7635,0.0130120004,3.30000003e-05
NGC 0961,40.26037239,-6.935917883,0.00431999983,1.70000003e-05
NGC 1052,40.26999375,-8.255764167,0.00503699994,1.99999995e-05
NGC 1040,40.80183333,41.50061111,0.0160540007,0.000172999993
NGC 1054,40.56558333,18.21719444,0.0325560011,1.70000003e-05
NGC 1055,40.43845833,0.4431666667,0.00331400009,1.70000003e-05
NGC 1056,40.70125,28.57419444,0.00515400013,3.30000003e-05
NGC 1057,40.76210377,32.49120478,0.0193000007,
NGC 1058,40.87498917,37.34133778,0.001728,3.00000011e-06
NGC 1060,40.81270833,32.42497222,0.0173119996,7.30000029e-05
NGC 1061,40.81566667,32.46672222,0.013429,3.30000003e-05
NGC 1063,40.54191667,-5.568555556,0.0308309998,3.70000016e-05
NGC 1064,40.59804837,-9.362267611,0.0308710001,0.000119999997
NGC 1065,40.52613714,-15.09154295,0.0246740002,0.000102999998
NGC 1066,40.95808359,32.47499563,0.0144969998,9.69999965e-05
NGC 1067,40.9605,32.51188889,0.0151199996,2.30000005e-05
MESSIER 077,40.66962917,-0.01328055556,0.00379300001,9.99999975e-06
NGC 1069,40.74925413,-8.289497837,0.0318190008,2.30000005e-05
NGC 1070,40.84279167,4.968416667,0.0136360005,1.70000003e-05
NGC 1071,40.78270833,-8.773888889,0.0382429995,0.000150000007
NGC 1072,40.88044238,0.3068058913,0.0267440006,8.6e-05
NGC 1073,40.9188125,1.376108333,0.00402999995,1.70000003e-05
NGC 1074,40.9005,-16.29708333,0.0255580004,1.29999999e-05
NGC 1075,40.88977321,-16.20110019,0.0261049997,0.000119999997
NGC 1076,40.871875,-14.75430556,0.0070150001,1.70000003e-05
NGC 1078,41.03348686,-9.452380659,0.0293140002,0.000150000007
NGC 1079,40.93475,-29.00336111,0.00484299986,1.70000003e-05
NGC 1080,41.29141667,-4.710777778,0.026168,1.29999999e-05
NGC 1081,41.273,-15.58780556,0.0133389998,9.99999975e-06
NGC 1082,41.42188967,-8.180516208,0.0296129994,0.000107
NGC 1083,41.41916667,-15.35777778,0.0135359997,6.70000009e-05
NGC 1084,41.49961572,-7.578467381,0.00469300011,1.29999999e-05
NGC 1085,41.60542589,3.607288499,0.0226460006,1.70000003e-05
NGC 1086,41.984875,41.24647222,0.013483,2.30000005e-05
NGC 1087,41.60485192,-0.4986488161,0.00505999988,1.29999999e-05
NGC 1089,41.54210054,-15.07318283,0.0270419996,8.70000003e-05
NGC 1090,41.64140128,-0.247157644,0.00920599978,1.29999999e-05
NGC 1091,41.34345833,-17.53316667,0.0294170007,0.000110000001
NGC 1092,41.37319796,-17.54226941,0.0290699992,0.000150000007
NGC 1093,42.06729167,34.41977778,0.0176459998,2.30000005e-05
NGC 1094,41.86596061,-0.2851201562,0.0215620007,5.70000011e-05
NGC 1095,41.90775,4.637638889,0.0213709995,1.29999999e-05
NGC 1096,40.955375,-59.91341667,0.0216249991,2.30000005e-05
NGC 1097,41.579375,-30.27488889,0.00424000015,9.99999975e-06
NGC 1098,41.22361945,-17.6591455,0.0248610005,8.70000003e-05
NGC 1099,41.32508333,-17.70836111,0.0251909997,3.30000003e-05
NGC 1100,41.40029167,-17.68894444,0.0243270006,8.2999999e-05
NGC 1101,42.06178375,4.578017222,0.0236600004,9.99999975e-06
NGC 1102,41.80375,-22.20883333,0.0369150005,0.000150000007
NGC 1103,42.025,-13.95922222,0.0138029996,2.99999992e-05
NGC 1104,42.16122279,-0.2715186427,0.0217220001,5.70000011e-05
NGC 1105,40.92492762,-15.70559718,0.0258109998,0.000102999998
NGC 1106,42.66879167,41.6715,0.014467,6.39999998e-05
NGC 1107,42.33170833,8.092638889,0.0114209997,9.30000024e-05
NGC 1108,42.16056519,-7.951104177,0.0310689993,0.000119999997
NGC 1109,41.93158333,13.25533333,0.0296870004,0.000113000002
NGC 1110,42.289875,-7.837541667,0.00444599986,7.0000001e-06
IC 1850,42.16395833,13.25952778,0.030061,0.000117
NGC 1112,42.25154167,13.22375,0.0279629994,0.000140000004
NGC 1114,42.28,-16.99336111,0.0115480004,1.70000003e-05
NGC 1115,42.60575,13.26622222,0.028616,0.000167000006
NGC 1116,42.64870833,13.33505556,0.0254340004,7.9999998e-05
NGC 1117,42.804625,13.18530556,0.0254340004,0.000142999997
NGC 1118,42.49445833,-12.16372222,0.0138800004,1.70000003e-05
NGC 1119,42.07116667,-17.98761111,0.0145070003,0.000150000007
NGC 1120,42.26702352,-14.47068993,0.0284129996,9.30000024e-05
NGC 1121,42.66329167,-1.734055556,0.008533,1.7e-05
NGC 1122,43.21333333,42.20502778,0.0120050004,3.70000016e-05
NGC 1122,43.21333333,42.20502778,0.0120050004,3.70000016e-05
NGC 1124,42.89966667,-25.70183333,0.0225019995,0.000136999995
NGC 1125,42.91779167,-16.65102778,0.0109310001,1.70000003e-05
NGC 1126,43.077615,-1.29599,0.0245939996,7.30000029e-05
NGC 1127,43.21601139,13.25641462,0.0327630006,0.000167000006
NGC 1129,43.6140681,41.57958959,0.0173250008,5.29999998e-05
NGC 1130,43.60158333,41.60561111,0.0204470009,8.6e-05
NGC 1131,43.64158333,41.55902778,0.0178820007,5.80000014e-05
NGC 1132,43.21629583,-1.274695,0.0231330004,3.70000016e-05
NGC 1133,43.17577327,-8.804393841,0.0177480001,7.6999997e-05
NGC 1134,43.42225,13.01413889,0.0121419998,3.00000011e-06
NGC 1135,42.69675,-54.92958333,0.0444939993,0.000260000001
NGC 1136,42.72375,-54.97591667,0.0187129993,8.2999999e-05
NGC 1137,43.511375,2.962083333,0.0101469997,1.70000003e-05
NGC 1138,44.15183333,43.04736111,0.00778899994,3.70000016e-05
NGC 1139,43.19504657,-14.5293232,0.0351679996,0.000150000007
NGC 1140,43.63992165,-10.02775909,0.00500700017,3.99999999e-06
NGC 1143,43.79045446,-0.1778649415,0.0282160006,9.99999975e-05
NGC 1144,43.80081687,-0.1835573329,0.0288469996,4.70000014e-05
NGC 1143,43.79045446,-0.1778649415,0.0282160006,9.99999975e-05
NGC 1144,43.80081687,-0.1835573329,0.0288469996,4.70000014e-05
NGC 1145,43.639625,-18.63508333,0.00687800022,1.70000003e-05
NGC 1148,44.26820423,-7.685648592,0.0173150003,2.7e-05
NGC 1149,44.34945546,-0.3094198265,0.0291409995,0.000107
NGC 1150,44.25578599,-15.048404,0.0297740009,0.00013
NGC 1151,44.26928055,-15.01303827,0.030381,8e-05
NGC 1152,44.39011176,-7.758827346,0.0175759997,7.6999997e-05
NGC 1153,44.54281699,3.361918716,0.010427,7.30000029e-05
NGC 1154,44.53195833,-10.36330556,0.0155170001,0.000113000002
NGC 1155,44.55454167,-10.35058333,0.0154910004,1.70000003e-05
NGC 1156,44.92625,25.23783333,0.00125099998,4.99999987e-06
NGC 1157,44.52783333,-15.11852778,0.0295439996,0.00013
NGC 1158,44.29773089,-14.39552026,0.0282359999,0.000150000007
NGC 1159,45.19383333,43.16255556,0.00878299959,1.70000003e-05
NGC 1160,45.30520833,44.95541667,0.00843199994,1.70000003e-05
NGC 1161,45.308875,44.89733333,0.00651799981,7.6999997e-05
NGC 1162,44.73333333,-12.39858333,0.0131390002,7.9999998e-05
NGC 1163,45.09204167,-17.15252778,0.00761900004,1.29999999e-05
NGC 1164,45.49937814,42.58495482,0.0139260003,3.70000016e-05
NGC 1165,44.69870833,-32.09919444,0.016415,2.30000005e-05
NGC 1166,45.14583333,11.84277778,0.0256609991,0.000113000002
NGC 1167,45.4265375,35.20574444,0.0164950006,1.70000003e-05
NGC 1168,45.19591667,11.77230556,0.0254410002,7.6999997e-05
NGC 1169,45.89479167,46.38636111,0.00796199962,1.70000003e-05
NGC 1171,45.99579167,43.39830556,0.00914600026,1.99999995e-05
NGC 1172,45.40020833,-14.83658333,0.00556699978,2.7e-05
NGC 1174,46.37858333,42.8355,0.00913999975,1.89999992e-05
NGC 1175,46.13479167,42.33930556,0.0184230004,4.99999987e-05
NGC 1177,46.15470833,42.36283333,0.0186260007,0.000314000004
NGC 1179,45.66033333,-18.89777778,0.00593100023,7.0000001e-06
NGC 1180,45.46265428,-15.02983758,0.0315049998,0.000150000007
NGC 1181,45.42816667,-15.05233333,0.0314280018,0.000150000007
NGC 1182,45.86849611,-9.670342619,0.0111680003,0.000110000001
NGC 1184,49.187625,80.79333333,0.00781199988,6.29999995e-05
NGC 1185,45.74783333,-9.132138889,0.016568,0.00015
NGC 1174,46.37858333,42.8355,0.00913999975,1.89999992e-05
NGC 1187,45.656625,-22.86716667,0.00463700015,9.99999975e-06
NGC 1188,45.93070833,-15.48458333,0.00872899964,9.99999975e-05
NGC 1189,45.85197522,-15.62346799,0.00848599989,3.00000011e-06
NGC 1190,45.858875,-15.66188889,0.00873299967,9.00000014e-05
NGC 1191,45.87868917,-15.68529278,0.0309149995,7.00000019e-05
NGC 1192,45.89429167,-15.67883333,0.0320589989,4.70000014e-05
NGC 1194,45.95462106,-1.103743062,0.0135960001,1.70000003e-05
NGC 1195,45.88671639,-12.03978144,0.0130460002,0.000119999997
NGC 1196,45.89666667,-12.07630556,0.0112910001,7.30000029e-05
NGC 1198,46.55516667,41.84894444,0.00530999992,1.99999995e-05
NGC 1199,45.910045,-15.613195,0.00857300032,1.70000003e-05
NGC 1200,45.977,-11.99180556,0.0135030001,6.70000009e-05
NGC 1201,46.03325,-26.06963889,0.00562399998,3.70000016e-05
NGC 1202,46.26052618,-6.491618361,0.0298260003,5.70000011e-05
NGC 1204,46.16634708,-12.34138694,0.015377,0.00015
NGC 1182,45.86849611,-9.670342619,0.0111680003,0.000110000001
NGC 1206,46.5405813,-8.833173226,0.0341940001,0.000500000024
NGC 1207,47.06454167,38.38216667,0.0160109997,3.30000003e-05
NGC 1208,46.549625,-9.541416667,0.0145300003,6.29999995e-05
NGC 1209,46.51258333,-15.61125,0.00867300015,5.99999985e-05
NGC 1210,46.689,-25.71644444,0.0129359998,2.30000005e-05
NGC 1211,46.71841573,-0.7944838844,0.010729,2.30000005e-05
NGC 1212,47.42595833,40.89308333,0.01976,0.000113
NGC 1213,47.322125,38.64944444,0.0114350002,1.70000003e-05
NGC 1214,46.73341275,-9.544174207,0.0162409991,4.99999987e-05
NGC 1215,46.78941667,-9.592666667,0.016268,3.70000016e-05
NGC 1216,46.82723604,-9.612810773,0.0179219991,3.9999999e-05
NGC 1217,46.52508333,-39.03638889,0.0209740009,4.99999987e-05
NGC 1218,47.10926583,4.110916667,0.0286529996,9.99999975e-05
NGC 1219,47.11654167,2.108583333,0.0205739997,3.9999999e-05
NGC 1221,47.06470833,-4.259472222,0.0287699997,0.000150000007
NGC 1222,47.23641667,-2.955138889,0.008079,1.7e-05
NGC 1223,47.08304167,-4.138388889,0.0290770009,5.70000011e-05
NGC 1224,47.80645833,41.36369444,0.0174620003,3.30000003e-05
NGC 1225,47.19675,-4.101555556,0.0299670007,0.000119999997
NGC 1226,47.77229167,35.38683333,0.0205109995,0.000102999998
NGC 1227,47.78220833,35.32486111,0.018536,8.3e-05
NGC 1228,47.04891667,-22.92286111,0.0345139988,0.000119999997
NGC 1229,47.04493783,-22.96079867,0.0362920016,2.99999992e-05
NGC 1230,47.06833333,-22.984,0.0359750018,0.000102999998
NGC 1231,46.62208333,-15.56908333,0.00791000016,2.20000002e-05
NGC 1232,47.439625,-20.57930556,0.00534699997,3.00000011e-06
NGC 1233,48.13795833,39.31891667,0.0146399997,2.30000005e-05
NGC 1234,47.41287063,-7.846191748,0.012445,9.99999975e-06
NGC 1233,48.13795833,39.31891667,0.0146399997,2.30000005e-05
NGC 1236,47.86664164,10.80828458,0.025361,0.000123
NGC 1238,47.71960513,-10.74805402,0.0165449996,0.000110000001
NGC 1239,47.72381873,-2.553129367,0.0288299993,6.70000009e-05
NGC 1241,47.811,-8.922138889,0.0135150002,1.29999999e-05
NGC 1242,47.8305,-8.902416667,0.0133689996,1.70000003e-05
NGC 1244,46.62954167,-66.77561111,0.0184160005,3.30000003e-05
NGC 1246,46.75870833,-66.93863889,0.0188100003,0.000150000007
NGC 1247,48.05966667,-10.48111111,0.0131489998,1.70000003e-05
NGC 1248,48.20233333,-5.224694444,0.007395,1.7e-05
NGC 1249,47.505125,-53.33575,0.00357599999,7.0000001e-06
NGC 1250,48.83791667,41.35541667,0.0200609993,3.70000016e-05
NGC 1253,48.53770833,-2.822944444,0.00571299996,1.99999999e-06
NGC 1254,48.60020833,2.677361111,0.0381629989,0.000119999997
NGC 1255,48.3835,-25.72516667,0.00562399998,9.99999975e-06
NGC 1256,48.49279167,-21.98641667,0.0143830003,7.9999998e-05
NGC 1258,48.52279167,-21.77427778,0.0049800002,2.59999997e-05
NGC 1259,49.32199583,41.38548889,0.0194000006,
NGC 1260,49.36351292,41.40521778,0.0191900004,4.70000014e-05
NGC 1262,48.88991667,-15.87930556,0.115659997,0.00013
NGC 1263,48.91483333,-15.09830556,0.0315620005,0.000150000007
NGC 1264,49.49820833,41.52027778,0.0108270003,
NGC 1265,49.56526708,41.85774583,0.0251369998,0.000237
NGC 1266,49.003125,-2.427361111,0.007238,1.7e-05
NGC 1267,49.68716667,41.46772222,0.0168750007,0.000222999995
NGC 1268,49.68816667,41.48869444,0.010884,0.000132999994
NGC 1291,49.327445,-41.108065,0.00279899989,6.00000021e-06
NGC 1270,49.74229,41.47000694,0.0165609997,5.29999998e-05
NGC 1271,49.797,41.35325,0.0191830005,0.000237
NGC 1272,49.83870833,41.49063889,0.0127250003,2.80000004e-05
NGC 1273,49.86141667,41.54052778,0.0179689992,4.99999987e-05
NGC 1274,49.91895833,41.54863889,0.0213910006,7.30000029e-05
NGC 1275,49.95066708,41.51169611,0.0175589994,3.70000016e-05
NGC 1277,49.96454167,41.57352778,0.0168980006,9.30000024e-05
NGC 1278,49.975625,41.56338889,0.0203140005,2.80000004e-05
NGC 1279,49.996125,41.47952778,0.0242999997,
NGC 1280,49.48779403,-0.1690730829,0.0228160005,3.9999999e-05
NGC 1281,50.02545833,41.63002778,0.014343,3.9999999e-05
NGC 1282,50.0505,41.367,0.00713500008,1.70000003e-05
NGC 1283,50.06466667,41.39866667,0.0224389993,0.000182999996
NGC 1284,49.43962478,-10.28907461,0.0299709998,0.00013
NGC 1285,49.47261958,-7.297806178,0.0174749997,2.30000005e-05
NGC 1286,49.4522149,-7.616862726,0.0144509999,9.2000002e-05
NGC 1287,49.63945833,-2.730833333,0.0286359992,7.9999998e-05
NGC 1288,49.30495833,-32.57588889,0.015137,1.29999999e-05
NGC 1289,49.70754167,-1.973333333,0.009313,1.7e-05
NGC 1290,49.85485579,-13.98961655,0.00855599996,0.000150000007
NGC 1291,49.327445,-41.108065,0.00279899989,6.00000021e-06
NGC 1292,49.56204167,-27.61033333,0.00455600023,1.29999999e-05
NGC 1293,50.4019081,41.39282021,0.0139199998,1.89999992e-05
NGC 1294,50.4165,41.36055556,0.0219650008,0.000176999994
NGC 1295,50.01373056,-13.99826065,0.0165209994,0.000117000003
NGC 1296,49.707125,-13.06244444,0.0311149992,9.30000024e-05
NGC 1297,49.80925,-19.1,0.00528999977,3.9999999e-05
NGC 1298,50.05448486,-2.114109799,0.021522,1e-05
NGC 1299,50.04033936,-6.262004465,0.00779200019,7.0000001e-06
NGC 1300,49.92116667,-19.41136106,0.00526000001,1.29999999e-05
NGC 1301,50.14720833,-18.71533333,0.0131660001,1.70000003e-05
NGC 1302,49.96324292,-26.06043583,0.00570400013,9.99999975e-06
NGC 1303,50.16997761,-7.39441866,0.0182549991,7.9999998e-05
NGC 1304,50.30326441,-4.584081969,0.0132459998,7.6999997e-05
NGC 1305,50.34570833,-2.316833333,0.0208909996,0.000213000007
NGC 1306,50.26245833,-25.51255556,0.00483699981,1.99999995e-05
NGC 1304,50.30326441,-4.584081969,0.0132459998,7.6999997e-05
NGC 1308,50.61891667,-2.757138889,0.0211810004,0.000169999999
NGC 1309,50.52733333,-15.40005556,0.007125,1.29999999e-05
NGC 1310,50.26429167,-37.10169444,0.00602099998,3.30000003e-05
NGC 1311,50.029,-52.18552778,0.001911,7e-06
NGC 1313,49.566875,-66.49825,0.00156799995,7.0000001e-06
NGC 1314,50.6715,-4.186555556,0.0131160002,3.00000011e-06
NGC 1315,50.77746712,-21.37516732,0.00538699981,7.6999997e-05
NGC 1316,50.67382517,-37.20822746,0.00587099977,3.30000003e-05
NGC 1317,50.68452708,-37.10368778,0.00647399994,4.70000014e-05
NGC 1317,50.68452708,-37.10368778,0.00647399994,4.70000014e-05
NGC 1319,50.98525,-21.52772222,0.0132889999,8.2999999e-05
NGC 1320,51.20291667,-3.042277778,0.00888300035,5.29999998e-05
NGC 1321,51.202375,-3.015583333,0.00949999969,0.000600000028
NGC 1322,51.22795722,-2.91921713,0.0202709995,0.000150000007
NGC 1323,51.23366117,-2.822093631,0.019964,0.000133
NGC 1324,51.25702081,-5.745799965,0.0189059991,1.70000003e-05
NGC 1325,51.10654167,-21.54402778,0.00530700013,1.70000003e-05
NGC 1326,50.985,-36.46466667,0.00453699986,4.99999987e-06
NGC 1327,51.3462811,-25.68027142,0.0426560007,3.30000003e-05
NGC 1328,51.41291696,-4.124941412,0.0204169992,0.000167000006
NGC 1329,51.51079167,-17.5915,0.0145800002,0.000110000001
NGC 1331,51.61787292,-21.35529694,0.004036,6.70000009e-05
NGC 1332,51.57188417,-21.33521583,0.00508400006,3.30000003e-05
NGC 1334,52.50766667,41.83202778,0.0142569998,3.30000003e-05
NGC 1335,52.58120833,41.57275,0.0181530006,0.000314000004
NGC 1336,51.634125,-35.71355556,0.00473000016,9.99999975e-06
NGC 1337,52.02483333,-8.388611111,0.00413300004,7.0000001e-06
NGC 1338,52.22729167,-12.15336111,0.00825900026,2.7e-05
NGC 1339,52.02741667,-32.28611111,0.0046430002,9.99999975e-06
NGC 1344,52.08195833,-31.06816667,0.00389899989,4.99999987e-05
NGC 1341,51.99341667,-37.15,0.00625800015,9.99999975e-06
NGC 1343,54.45708333,72.57133333,0.00738799991,2.30000005e-05
NGC 1344,52.08195833,-31.06816667,0.00389899989,4.99999987e-05
NGC 1345,52.38204167,-17.77838889,0.00510099996,1.89999992e-05
NGC 1346,52.55527232,-5.543316116,0.0135390004,1.99999995e-05
NGC 1349,52.86458569,4.380819935,0.0219989996,2.30000005e-05
NGC 1350,52.78383333,-33.62863889,0.00635399995,1.10000001e-05
NGC 1351,52.64575,-34.85394444,0.0050499998,1.10000001e-05
NGC 1352,52.88741667,-19.27844444,0.0145500004,8.2999999e-05
NGC 1353,53.01258333,-20.81916667,0.00508699985,2.7e-05
NGC 1354,53.122375,-15.22113889,0.0060109999,7.9999998e-05
NGC 1355,53.34791667,-4.998694444,0.0131000001,9.99999975e-05
NGC 1356,52.66995833,-50.30961111,0.0393370017,4.99999987e-05
NGC 1357,53.32116667,-13.66413889,0.00665700017,3.9999999e-05
NGC 1358,53.415303,-5.089401446,0.0134359999,3.30000003e-05
NGC 1359,53.44879167,-19.49205556,0.00658100005,1.29999999e-05
NGC 1361,53.57393333,-6.265,0.0175860003,9.40000027e-05
NGC 1362,53.47116491,-20.28263084,0.00411299989,9.69999965e-05
NGC 1363,53.70654167,-9.842472222,0.0318819992,0.000119999997
NGC 1364,53.74575,-9.838638889,0.0312880017,0.00013
NGC 1365,53.40154817,-36.14040218,0.00545699988,3.00000011e-06
NGC 1366,53.47366667,-31.19411111,0.00410600007,6.29999995e-05
NGC 1371,53.75558792,-24.93323278,0.00487999991,7.0000001e-06
NGC 1368,53.74542285,-15.65591931,0.0315750018,0.000119999997
NGC 1369,54.18854167,-36.25622222,0.00471699983,5.70000011e-05
NGC 1370,53.81070833,-20.37366667,0.00354599999,9.30000024e-05
NGC 1371,53.75558792,-24.93323278,0.00487999991,7.0000001e-06
NGC 1372,54.2489015,-15.88147434,0.030785,8.2999999e-05
NGC 1373,53.74670833,-35.17111111,0.00444999989,7.0000001e-06
NGC 1374,53.819125,-35.22625,0.0043159998,7.0000001e-06
NGC 1375,53.82008333,-35.26566667,0.00246799993,1.99999995e-05
NGC 1376,54.27466667,-5.04275,0.0138520002,2.20000002e-05
NGC 1377,54.16283333,-20.90225,0.00597700011,9.99999975e-05
NGC 1379,54.01645833,-35.44119444,0.0044160001,7.0000001e-06
NGC 1380,54.11496792,-34.976225,0.00626099994,3.9999999e-05
NGC 1381,54.132,-35.29519444,0.00575099979,2.99999992e-05
NGC 1380B,54.28733333,-35.19502778,0.00580399996,5.70000011e-05
NGC 1383,54.4135,-18.33947222,0.00649800012,6.29999995e-05
NGC 1384,54.806625,15.81955556,0.0327330008,1.70000003e-05
NGC 1385,54.3702,-24.50029889,0.00499999989,1.70000003e-05
NGC 1386,54.192425,-35.99940778,0.00289499993,1.70000003e-05
NGC 1387,54.23775,-35.50663889,0.00434299977,3.9999999e-05
NGC 1388,54.55003573,-15.89940494,0.0145429997,8.2999999e-05
NGC 1389,54.29907917,-35.74559,0.00307200011,3.9999999e-05
NGC 1390,54.467375,-19.00836111,0.00402599992,3.9999999e-05
NGC 1391,54.7206701,-18.3541235,0.0144400001,0.00013
NGC 1392,54.445875,-36.14741667,0.0853670016,2.59999997e-05
NGC 1393,54.66075,-18.42797222,0.00717499992,5.70000011e-05
NGC 1394,54.77883333,-18.29227778,0.014153,5.29999998e-05
NGC 1395,54.623955,-23.02752389,0.00572700007,2.20000002e-05
NGC 1396,54.52725,-35.44011111,0.00269500003,7.30000029e-05
NGC 1397,54.94645833,-4.670111111,0.0183690004,2.30000005e-05
NGC 1398,54.71720833,-26.33783333,0.00465699984,1.29999999e-05
NGC 1399,54.62094083,-35.45065694,0.0047530001,1.29999999e-05
NGC 1400,54.87848292,-18.68807,0.00186099997,4.70000014e-05
NGC 1401,54.84104167,-22.72469444,0.00498700002,7.6999997e-05
NGC 1402,54.877375,-18.52694444,0.0143330004,4.70000014e-05
NGC 1403,54.79514668,-22.38875115,0.0143200001,4.70000014e-05
NGC 1404,54.71633333,-35.59438889,0.00649400009,1.29999999e-05
NGC 1405,55.078875,-15.53019444,0.005374,0.000227
NGC 1406,54.84708333,-31.32141667,0.00358500006,1.10000001e-05
NGC 1407,55.04941667,-18.58011111,0.00593400002,2.99999992e-05
NGC 1409,55.29345917,-1.302542222,0.0258510001,0.000132999994
NGC 1410,55.29479167,-1.298777778,0.025324,1.29999999e-05
NGC 1411,54.68695833,-44.10061111,0.00327900006,3.79999983e-05
NGC 1412,55.122375,-26.86225,0.00597100006,3.9999999e-05
NGC 1413,55.04812942,-15.61077137,0.0313149989,0.000102999998
NGC 1414,55.23766382,-21.71313556,0.00566100003,1.70000003e-05
NGC 1415,55.23691667,-22.56447222,0.00528699998,2.30000005e-05
NGC 1416,55.26205573,-22.71910238,0.00722800009,7.9999998e-05
NGC 1417,55.48925,-4.704861111,0.0137219997,2.49999994e-05
NGC 1418,55.56733333,-4.73075,0.0140230004,1.99999995e-05
NGC 1419,55.17545833,-37.51083333,0.00531399995,6.70000009e-05
NGC 1421,55.622,-13.48802778,0.00696100015,1.70000003e-05
NGC 1422,55.37945833,-21.68152778,0.00546000013,2.7e-05
NGC 1423,55.66708881,-6.381829623,0.0212009996,2.99999992e-05
NGC 1424,55.8085,-4.730083333,0.0187860001,2.30000005e-05
NGC 1425,55.54779167,-29.89333333,0.00503699994,9.99999975e-06
NGC 1426,55.704625,-22.10836111,0.00481300009,1.99999995e-05
NGC 1427,55.58093292,-35.39256278,0.00462999986,9.99999975e-06
NGC 1428,55.59470833,-35.154,0.00547000021,2.7e-05
NGC 1431,56.16997969,2.83495803,0.0307580009,0.000113000002
NGC 1433,55.50645833,-47.22208333,0.003589,3e-06
NGC 1434,56.553625,-9.682611111,0.0336,0.000137
NGC 1436,55.9045,-35.85302778,0.00462700007,2.7e-05
NGC 1436,55.9045,-35.85302778,0.00462700007,2.7e-05
NGC 1438,56.32179167,-23.00247222,0.00518700015,1.99999995e-05
NGC 1439,56.208125,-21.92055556,0.00557099981,3.30000003e-05
NGC 1440,56.262125,-18.26602778,0.00532699982,9.00000014e-05
NGC 1441,56.42966667,-4.091583333,0.0143299997,4.70000014e-05
NGC 1440,56.262125,-18.26602778,0.00532699982,9.00000014e-05
NGC 1445,56.23425,-9.855861111,0.0328529999,9.69999965e-05
NGC 1447,56.44644386,-9.018699186,0.0332730003,0.000150000007
NGC 1448,56.133,-44.64483333,0.0038960001,7.0000001e-06
NGC 1449,56.51279167,-4.138111111,0.0135059999,9.69999965e-05
NGC 1450,56.40266667,-9.234861111,0.0369150005,0.000182999996
NGC 1451,56.52983333,-4.069194444,0.0130660003,0.000150000007
NGC 1452,56.34295833,-18.63363889,0.00579399988,3.30000003e-05
NGC 1453,56.61354167,-3.968777778,0.0129620004,1.99999995e-05
NGC 1452,56.34295833,-18.63363889,0.00579399988,3.30000003e-05
NGC 1448,56.133,-44.64483333,0.0038960001,7.0000001e-06
NGC 1459,56.74141667,-25.52175,0.0138800004,1.29999999e-05
NGC 1460,56.55725,-36.69633333,0.00457999995,4.3e-05
NGC 1461,57.11308333,-16.39288889,0.00489299977,4.3e-05
NGC 1462,57.597625,6.973055556,0.0332259983,0.000159999996
